"English_name","Scientific_name","X3A_CODE"
NA,"Neostethus amaricola","NSR"
NA,"Phallostethus dunckeri","FDK"
NA,"Phenacostethus posthon","FCT"
"Moon silverside","Atherinella argentea","ALQ"
"Chilean silverside","Odontesthes regia","ODR"
NA,"Odontesthes smitti","OWM"
NA,"Odontesthes spp","OGW"
"Big-scale sand smelt","Atherina boyeri","ATB"
"Mediterranean sand smelt","Atherina hepsetus","AHH"
"Sand smelt","Atherina presbyter","ATP"
"Cape silverside","Atherina breviceps","ATQ"
NA,"Atherina lopeziana","AZV"
"Sand smelts nei","Atherina spp","AVX"
"Balabac Island silverside","Atherinomorus balabacensis","ANQ"
"Hardyhead silverside","Atherinomorus lacunosus","FCW"
"Topsmelt silverside","Atherinops affinis","AON"
"Pricklenose silverside","Atherion africanus","AFF"
"Longfin silverside","Eurystole eriarcha","EUI"
"Beach silverside","Coleotropis blackburni","CBB"
"Gulf grunion","Leuresthes sardina","LSS"
"California grunion","Leuresthes tenuis","FOW"
"Delta silverside","Colpichthys hubbsi","CPK"
"Inland silverside","Menidia beryllina","MNR"
"Atlantic silverside","Menidia menidia","SSA"
"Rendahl's hardyhead","Craterocephalus capreoli","CFC"
"Thickscale silverside","Melaniris pachylepis","MNY"
"Blackback silverside","Melanorhinus cyanellus","MLY"
NA,"Atherinosoma wallacei","AEW"
"Backwaters silverside","Membras analis","MMN"
"Panatella silverside","Stenatherina panatela","SNF"
"Barnes' silverside","Hypoatherina barnesi","HYO"
"Samoan silverside","Hypoatherina temminckii","FQB"
"Jack silverside","Atherinopsis californiensis","AFC"
"Kiener's silverside","Teramulus kieneri","TKI"
"Silversides(=Sand smelts) nei","Atherinidae","SIL"
NA,"Iso flosmaris","IFL"
NA,"Notocheirus hubbsi","NCH"
"Marine sailfin silverside","Kalyptatherina helodes","KYH"
NA,"Paratherina cyanea","PIY"
NA,"Quirichthys stramineus","QUS"
NA,"Telmatherina abendanoni","TEB"
NA,"Tominanga aurea","TGU"
"Mercer's tusked silverside","Dentatherina merceri","DTE"
"False trevally","Lactarius lactarius","TRF"
"Bluefish","Pomatomus saltatrix","BLU"
"Cobia","Rachycentron canadum","CBA"
"Shrimp scad","Alepes djedaba","LSJ"
"Blackfin scad","Alepes melanoptera","LSN"
"Herring scad","Alepes vari","LSV"
"Razorbelly scad","Alepes kleinii","JWY"
NA,"Alepes spp","LVX"
"Yellowtail scad","Atule mate","TUM"
"Atlantic horse mackerel","Trachurus trachurus","HOM"
"Blue jack mackerel","Trachurus picturatus","JAA"
"Japanese jack mackerel","Trachurus japonicus","JJM"
"Chilean jack mackerel","Trachurus murphyi","CJM"
"Pacific jack mackerel","Trachurus symmetricus","PJM"
"Mediterranean horse mackerel","Trachurus mediterraneus","HMM"
"Rough scad","Trachurus lathami","RSC"
"Cape horse mackerel","Trachurus capensis","HMC"
"Cunene horse mackerel","Trachurus trecae","HMZ"
"Greenback horse mackerel","Trachurus declivis","HMG"
"African scad","Trachurus delagoa","TUD"
"Arabian scad","Trachurus indicus","TUJ"
"Yellowtail horse mackerel","Trachurus novaezelandiae","TUZ"
"Jack and horse mackerels nei","Trachurus spp","JAX"
"Fringefin trevally","Pantolabus radiatus","PBD"
"Juan Fernandez trevally","Pseudocaranx chilensis","SXC"
"Skipjack trevally","Pseudocaranx wrighti","SXW"
"White trevally","Pseudocaranx dentex","TRZ"
"Round scad","Decapterus punctatus","WEC"
"Redtail scad","Decapterus kurroides","DCK"
"Shortfin scad","Decapterus macrosoma","DCC"
"Amberstripe scad","Decapterus muroadsi","DCD"
"Japanese scad","Decapterus maruadsi","RSA"
"Indian scad","Decapterus russelli","RUS"
"Roughear scad","Decapterus tabl","DCT"
"Mackerel scad","Decapterus macarellus","MSD"
"Scads nei","Decapterus spp","SDX"
"Bluespotted trevally","Caranx bucculentus","CXT"
"Green jack","Caranx caballus","NXC"
"Pacific crevalle jack","Caranx caninus","NXN"
"Blacktip trevally","Caranx heberi","NXH"
"Giant trevally","Caranx ignobilis","NXI"
"Horse-eye jack","Caranx latus","NXL"
"Black jack","Caranx lugubris","NXU"
"Bluefin trevally","Caranx melampygus","NXM"
"Brassy trevally","Caranx papuensis","NXP"
"Senegal jack","Caranx senegallus","NXS"
"Bigeye trevally","Caranx sexfasciatus","CXS"
"Tille trevally","Caranx tille","NXT"
"Blue runner","Caranx crysos","RUB"
"Crevalle jack","Caranx hippos","CVJ"
"Bar jack","Caranx ruber","CXR"
"Striped jack","Caranx vinctus","VNT"
"False scad","Caranx rhonchus","HMY"
"Longfin crevalle jack","Caranx fischeri","WFF"
"Jacks, crevalles nei","Caranx spp","TRE"
"Atlantic moonfish","Selene setapinnis","MOA"
"African moonfish","Selene dorsalis","LUK"
"Hairfin lookdown","Selene brevoortii","LNV"
"Caribbean moonfish","Selene browni","LNW"
"Mexican moonfish","Selene orstedii","LNO"
"Peruvian moonfish","Selene peruviana","LNP"
"Lookdown","Selene vomer","LNM"
"Carangid moonfishes nei","Selene spp","NXJ"
"Snubnose pompano","Trachinotus blochii","POO"
"Florida pompano","Trachinotus carolinus","POM"
"Pompano","Trachinotus ovatus","POP"
"Great pompano","Trachinotus goodei","PPL"
"Southern pompano","Trachinotus africanus","TCI"
"Oyster pompano","Trachinotus anak","TCK"
"Small spotted dart","Trachinotus baillonii","TBA"
"Largespotted dart","Trachinotus botla","TCO"
"Cayenne pompano","Trachinotus cayennensis","TCN"
"Swallowtail dart","Trachinotus coppingeri","TCP"
"Permit","Trachinotus falcatus","TNF"
"Longfin pompano","Trachinotus goreensis","TOG"
"Blackblotch pompano","Trachinotus kennedyi","TON"
"Plata pompano","Trachinotus marginatus","TOI"
"Guinean pompano","Trachinotus maxillosus","TOO"
"Indian pompano","Trachinotus mookalee","TUK"
"Paloma pompano","Trachinotus paitensis","TAP"
"Gafftopsail pompano","Trachinotus rhodopus","TUH"
"Steel pompano","Trachinotus stilbe","TUE"
"Shortfin pompano","Trachinotus teraia","TIE"
"Pompanos nei","Trachinotus spp","POX"
"Greater amberjack","Seriola dumerili","AMB"
"Japanese amberjack","Seriola quinqueradiata","AMJ"
"Yellowtail amberjack","Seriola lalandi","YTC"
"Guinean amberjack","Seriola carpenteri","RLR"
"Lesser amberjack","Seriola fasciata","RLF"
"Samson fish","Seriola hippos","RLH"
"Fortune jack","Seriola peruana","RLN"
"Longfin yellowtail","Seriola rivoliana","YTL"
"Banded rudderfish","Seriola zonata","RLZ"
"Amberjacks nei","Seriola spp","AMX"
"Longjaw leatherjacket","Oligoplites altus","OLT"
"Maracaibo leatherjacket","Oligoplites palometa","OLP"
"Shortjaw leatherjacket","Oligoplites refulgens","OLG"
"Castin leatherjacket","Oligoplites saliens","OLS"
"Leatherjacket","Oligoplites saurus","OLI"
"Leatherjackets nei","Oligoplites spp","OXQ"
"Pilotfish","Naucrates ductor","NAU"
"Silvermouth trevally","Ulua aurochs","ULU"
"Longrakered trevally","Ulua mentalis","ULE"
"Leerfish","Lichia amia","LEE"
"Alexandria pompano","Alectis alexandrina","ALA"
"African pompano","Alectis ciliaris","LIJ"
"Indian threadfish","Alectis indica","LTD"
"Black pomfret","Parastromateus niger","POB"
"Cleftbelly trevally","Atropus atropos","TUP"
"Longfin trevally","Carangoides armatus","NGR"
"Orangespotted trevally","Carangoides bajad","NGJ"
"Coastal trevally","Carangoides coeruleopinnatus","NGC"
"Longnose trevally","Carangoides chrysophrys","NGH"
"Shadow trevally","Carangoides dinema","NGD"
"Whitefin trevally","Carangoides equula","NGQ"
"Blue trevally","Carangoides ferdau","CRF"
"Yellowspotted trevally","Carangoides fulvoguttatus","NGU"
"Bludger","Carangoides gymnostethus","NGY"
"Bumpnose trevally","Carangoides hedlandensis","NGE"
"Duskyshoulder trevally","Carangoides humerosus","NGM"
"Malabar trevally","Carangoides malabaricus","NGS"
"Coachwhip trevally","Carangoides oblongus","NGO"
"Island trevally","Carangoides orthogrammus","NGT"
"Threadfin jack","Carangoides otrynter","NGN"
"Barcheek trevally","Carangoides plagiotaenia","GSP"
"Brownback trevally","Carangoides praeustus","GSA"
"Imposter trevally","Carangoides talamparoides","GST"
"Yellow jack","Carangoides bartholomaei","NBR"
NA,"Carangoides spp","NGX"
"Rainbow runner","Elagatis bipinnulata","RRU"
"Golden trevally","Gnathanodon speciosus","GLT"
"Torpedo scad","Megalaspis cordyla","HAS"
"Talang queenfish","Scomberoides commersonnianus","OBM"
"Doublespotted queenfish","Scomberoides lysan","OBY"
"Barred queenfish","Scomberoides tala","OBT"
"Needlescaled queenfish","Scomberoides tol","OBJ"
"Queenfishes","Scomberoides spp","QUE"
"Atlantic bumper","Chloroscombrus chrysurus","BUA"
"Pacific bumper","Chloroscombrus orqueta","HSO"
"Bumpers nei","Chloroscombrus spp","BUZ"
"Parona leatherjacket","Parona signata","PAO"
"Bigeye scad","Selar crumenophthalmus","BIS"
"Oxeye scad","Selar boops","LRO"
"Bluntnose jack","Hemicaranx amblyrhynchus","HXM"
"Bicolor jack","Hemicaranx bicolor","HXB"
"Yellowfin jack","Hemicaranx leucurus","HXL"
"Blackfin jack","Hemicaranx zelotes","HXZ"
"Yellowstripe scad","Selaroides leptolepis","TRY"
"Blackbanded trevally","Seriolina nigrofasciata","RNJ"
"Cottonmouth jack","Uraspis secunda","USE"
"Whitemouth jack","Uraspis uraspis","URU"
"Whitetongue jack","Uraspis helvola","UDD"
NA,"Uraspis spp","UKK"
"Vadigo","Campogramma glaycos","VAD"
"Carangids nei","Carangidae","CGX"
NA,"Collybus drachme","LYE"
"Atlantic pomfret","Brama brama","POA"
"Southern rays bream","Brama australis","BRU"
"Pacific pomfret","Brama japonica","BPQ"
"Bigtooth pomfret","Brama orcini","IQV"
"Lesser bream","Brama dussumieri","IJO"
NA,"Brama spp","BRA"
"Big-scale pomfret","Taractichthys longipinnis","TAL"
"Sickle pomfret","Taractichthys steindachneri","TST"
"Pomfrets nei","Taractichthys spp","DQP"
"Atlantic fanfish","Pterycombus brama","BPB"
"Prickly fanfish","Pterycombus petersii","BPY"
"Pacific fanfish","Pteraclis aesticola","TEE"
"Spotted fanfish","Pteraclis velifera","TVE"
NA,"Eumegistus brevorti","EBR"
"Brilliant pomfret","Eumegistus illustris","EBS"
NA,"Taractes rubescens","TCR"
"Rough pomfret","Taractes asper","TAS"
"Pomfrets, ocean breams nei","Bramidae","BRZ"
"Common dolphinfish","Coryphaena hippurus","DOL"
"Pompano dolphinfish","Coryphaena equiselis","CFW"
"Dolphinfishes nei","Coryphaenidae","DOX"
"Live sharksucker","Echeneis naucrates","EHN"
"Slender suckerfish","Phtheirichthys lineatus","HTL"
"Spearfish remora","Remora brachyptera","REY"
"Shark sucker","Remora remora","REO"
"Marlin sucker","Remora osteochir","REZ"
"Shark suckers","Remora spp","REM"
"White suckerfish","Remorina albescens","RRL"
"Suckerfishes, remoras nei","Echeneidae","ECN"
"Pacific chub mackerel","Scomber japonicus","MAS"
"Atlantic mackerel","Scomber scombrus","MAC"
"Blue mackerel","Scomber australasicus","MAA"
"Atlantic chub mackerel","Scomber colias","VMA"
"Scomber mackerels nei","Scomber spp","MAZ"
"Short mackerel","Rastrelliger brachysoma","RAB"
"Indian mackerel","Rastrelliger kanagurta","RAG"
"Island mackerel","Rastrelliger faughni","RAF"
"Indian mackerels nei","Rastrelliger spp","RAX"
"Mackerels nei","Scombridae","MAX"
"Smalleye squaretail","Tetragonurus cuvieri","TGV"
"Squaretails nei","Tetragonurus spp","QJX"
"Blue butterfish","Stromateus fiatola","BLB"
"Southwest Atlantic butterfish","Stromateus brasiliensis","TMB"
"Starry butterfish","Stromateus stellatus","BWB"
"Butterfishes nei","Stromateus spp","BQX"
"Silver pomfret","Pampus argenteus","SIP"
"Chinese silver pomfret","Pampus chinensis","CPO"
"Silver pomfrets nei","Pampus spp","XPO"
"American harvestfish","Peprilus paru","ERP"
"Atlantic butterfish","Peprilus triacanthus","BUT"
"Pacific pompano","Peprilus simillimus","PPO"
"Pacific harvestfish","Peprilus medius","WPM"
"Salema butterfish","Peprilus snyderi","YQP"
"Gulf butterfishes nei","Peprilus spp","BTG"
"Butterfishes, pomfrets nei","Stromateidae","BUX"
"Driftfish","Cubiceps gracilis","CBG"
"Black fathead","Cubiceps baxteri","UBB"
"Blue fathead","Cubiceps caeruleus","UBA"
"Cape fathead","Cubiceps capensis","UBP"
NA,"Cubiceps kotlyari","UBO"
"Bigeye cigarfish","Cubiceps pauciradiatus","UBU"
"Shadow driftfish","Cubiceps whiteleggii","UJI"
NA,"Cubiceps spp","CUP"
"Man-of-war fish","Nomeus gronovii","NMG"
NA,"Nomeus spp","NMW"
"Freckled driftfish","Psenes cyanophrys","PSC"
"Driftfishes nei","Nomeidae","VTX"
"European barracuda","Sphyraena sphyraena","YRS"
"Sharpfin barracuda","Sphyraena acutipinnis","YRA"
"Pickhandle barracuda","Sphyraena jello","BAC"
"Obtuse barracuda","Sphyraena obtusata","YRB"
"Red barracuda","Sphyraena pinguis","YRN"
"Pacific barracuda","Sphyraena argentea","YRG"
"Great barracuda","Sphyraena barracuda","GBA"
"Mexican barracuda","Sphyraena ensis","YRE"
"Guachanche barracuda","Sphyraena guachancho","YRU"
"Pelican barracuda","Sphyraena idiastes","YRI"
"Southern sennet","Sphyraena picudilla","YRP"
"Heller's barracuda","Sphyraena helleri","YRH"
NA,"Sphyraena japonica","YRJ"
"Yellowstripe barracuda","Sphyraena chrysotaenia","YRC"
"Guinean barracuda","Sphyraena afra","BAG"
"Blackfin barracuda","Sphyraena qenie","BAB"
"Sawtooth barracuda","Sphyraena putnamae","BAN"
"Yellowtail barracuda","Sphyraena flavicauda","BAQ"
"Bigeye barracuda","Sphyraena forsteri","YBS"
"Yellowmouth barracuda","Sphyraena viridensis","BVV"
"Barracudas nei","Sphyraena spp","BAR"
"Barracudas, etc. nei","Sphyraenidae","BAZ"
"Slender sunfish","Ranzania laevis","RZV"
"Ocean sunfish","Mola mola","MOX"
"Sunfish","Mola spp","MOP"
"Sharptail mola","Masturus lanceolatus","MRW"
"Ocean sunfishes nei","Molidae","JHX"
"Pelagic percomorphs nei","Perciformes","PPX"
"Horn shark","Heterodontus francisci","HEF"
"Crested bullhead shark","Heterodontus galeatus","HEG"
"Japanese bullhead shark","Heterodontus japonicus","HEJ"
"Mexican hornshark","Heterodontus mexicanus","HEM"
"Port Jackson shark","Heterodontus portusjacksoni","HEK"
"Galapagos bullhead shark","Heterodontus quoyi","HEQ"
"Whitespotted bullhead shark","Heterodontus ramalheira","HEA"
"Zebra bullhead shark","Heterodontus zebra","HEZ"
"Bullhead sharks","Heterodontiformes","HDQ"
"Sharpnose sevengill shark","Heptranchias perlo","HXT"
"Bluntnose sixgill shark","Hexanchus griseus","SBL"
"Bigeyed sixgill shark","Hexanchus nakamurai","HXN"
"Broadnose sevengill shark","Notorynchus cepedianus","NTC"
"Frilled shark","Chlamydoselachus anguineus","HXC"
"African frilled shark","Chlamydoselachus africana","HWR"
"Frilled and cow sharks","Hexanchiformes","HXW"
"Goblin shark","Mitsukurina owstoni","LMO"
"Sand tiger shark","Carcharias taurus","CCT"
"Indian sand tiger","Carcharias tricuspidatus","LOU"
"Smalltooth sand tiger","Odontaspis ferox","LOO"
"Bigeye sand tiger shark","Odontaspis noronhai","ODH"
"Crocodile shark","Pseudocarcharias kamoharai","PSK"
"Megamouth shark","Megachasma pelagios","LMP"
"Thresher","Alopias vulpinus","ALV"
"Pelagic thresher","Alopias pelagicus","PTH"
"Bigeye thresher","Alopias superciliosus","BTH"
"Thresher sharks nei","Alopias spp","THR"
"Basking shark","Cetorhinus maximus","BSK"
"Great white shark","Carcharodon carcharias","WSH"
"Shortfin mako","Isurus oxyrinchus","SMA"
"Longfin mako","Isurus paucus","LMA"
"Mako sharks","Isurus spp","MAK"
"Porbeagle","Lamna nasus","POR"
"Salmon shark","Lamna ditropis","LMD"
"Mackerel sharks,porbeagles nei","Lamnidae","MSK"
"Mackerel sharks","Lamniformes","LMZ"
"Whale shark","Rhincodon typus","RHN"
"Barbelthroat carpetshark","Cirrhoscyllium expolitum","OPC"
"Taiwan saddled carpetshark","Cirrhoscyllium formosanum","OPF"
"Saddle carpetshark","Cirrhoscyllium japonicum","OPJ"
"Collared carpetshark","Parascyllium collare","OPY"
"Rusty carpetshark","Parascyllium ferrugineum","OPE"
"Necklace carpetshark","Parascyllium variolatum","OPV"
"Blind shark","Brachaelurus waddi","OBW"
"Bluegray carpetshark","Brachaelurus colcloughi","OBH"
"Tasselled wobbegong","Eucrossorhinus dasypogon","ORE"
"Japanese wobbegong","Orectolobus japonicus","ORJ"
"Spotted wobbegong","Orectolobus maculatus","ORT"
"Ornate wobbegong","Orectolobus ornatus","ORO"
"Northern wobbegong","Orectolobus wardi","ORV"
"Cobbler wobbegong","Sutorectus tentaculatus","ORS"
"Indonesia speckled carpetshark","Hemiscyllium freycineti","ORF"
"Papuan epaulette shark","Hemiscyllium hallstromi","ORK"
"Epaulette shark","Hemiscyllium ocellatum","ORN"
"Hooded carpetshark","Hemiscyllium strahani","ORQ"
"Speckled carpetshark","Hemiscyllium trispeculare","ORW"
"Arabian carpetshark","Chiloscyllium arabicum","ORA"
"Bluespotted bambooshark","Chiloscyllium caeruleopunctatum","ORP"
"Grey bambooshark","Chiloscyllium griseum","ORR"
"Slender bambooshark","Chiloscyllium indicum","ORI"
"Whitespotted bambooshark","Chiloscyllium plagiosum","ORH"
"Brownbanded bambooshark","Chiloscyllium punctatum","ORB"
"Burmese bambooshark","Chiloscyllium burmense","KYL"
"Hasselt's bambooshark","Chiloscyllium hasselti","YYL"
"Bamboosharks nei","Chiloscyllium spp","OQX"
"Zebra shark","Stegostoma tigrinum","OSF"
"Nurse shark","Ginglymostoma cirratum","GNC"
"Nurse sharks nei","Ginglymostoma spp","GNG"
"Short-tail nurse shark","Pseudoginglymostoma brevicaudatum","ORX"
"Tawny nurse shark","Nebrius ferrugineus","ORZ"
"Carpet sharks","Orectolobiformes","OCX"
"Brown catshark","Apristurus brunneus","CSN"
"Hoary catshark","Apristurus canutus","CSQ"
NA,"Apristurus gibbosus","CSG"
"Longfin catshark","Apristurus herklotsi","CSW"
"Smallbelly catshark","Apristurus indicus","APD"
"Broadnose catshark","Apristurus investigatoris","APV"
"Japanese catshark","Apristurus japonicus","CSJ"
"Longnose catshark","Apristurus kampae","CSZ"
"Iceland catshark","Apristurus laurussonii","APQ"
"Longhead catshark","Apristurus longicephalus","CSF"
"Flathead catshark","Apristurus macrorhynchus","CSX"
NA,"Apristurus macrostomus","APM"
"Ghost catshark","Apristurus manis","APA"
"Smalleye catshark","Apristurus microps","APX"
NA,"Apristurus micropterygeus","APY"
"Largenose catshark","Apristurus nasutus","APW"
"Smallfin catshark","Apristurus parvipinnis","APK"
"Spatulasnout catshark","Apristurus platyrhynchus","APZ"
"Deep-water catshark","Apristurus profundorum","APP"
"Broadgill catshark","Apristurus riveri","CSV"
"Saldanha catshark","Apristurus saldanha","APC"
"Pale catshark","Apristurus sibogae","APJ"
"South China catshark","Apristurus sinensis","ASI"
"Spongehead catshark","Apristurus spongiceps","ASO"
"Panama ghost catshark","Apristurus stenseni","ASE"
"Deep-water catsharks","Apristurus spp","API"
"Australian spotted catshark","Asymbolus analis","ASY"
"Gulf catshark","Asymbolus vincenti","ASV"
NA,"Asymbolus spp","AXM"
"Bachâ€™s catshark","Bythaelurus bachi","BZO"
"Dusky catshark","Bythaelurus canescens","HAN"
"New Zealand catshark","Bythaelurus dawsoni","HAO"
"Bristly catshark","Bythaelurus hispidus","HAH"
"Spotless catshark","Bythaelurus immaculatus","HAV"
"Mud catshark","Bythaelurus lutarius","HAG"
"Narrowhead catshark","Bythaelurus tenuicephalus","BZL"
"Lollipop catshark","Cephalurus cephalus","CPC"
"Roughtail catshark","Galeus arae","GAA"
"Australian sawtail catshark","Galeus boardmani","GAB"
"Gecko catshark","Galeus eastmani","GAE"
"Blackmouth catshark","Galeus melastomus","SHO"
NA,"Galeus longirostris","GAO"
"Mouse catshark","Galeus murinus","GAM"
"Broadfin sawtail catshark","Galeus nipponensis","GAN"
"Peppered catshark","Galeus piperatus","GAP"
"African sawtail catshark","Galeus polli","GAQ"
"Blacktip sawtail catshark","Galeus sauteri","GAI"
"Dwarf sawtail catshark","Galeus schultzi","GAH"
"Atlantic sawtail catshark","Galeus atlanticus","GHA"
"Crest-tail catsharks nei","Galeus spp","GAU"
"Arabian catshark","Halaelurus alcocki","HAA"
"Speckled catshark","Halaelurus boesemani","HAB"
"Blackspotted catshark","Halaelurus buergeri","HAE"
"Lined catshark","Halaelurus lineatus","HAY"
"Tiger catshark","Halaelurus natalensis","HAK"
"Quagga catshark","Halaelurus quagga","HAQ"
"Puffadder shyshark","Haploblepharus edwardsii","HPE"
"Brown shyshark","Haploblepharus fuscus","HPF"
"Dark shyshark","Haploblepharus pictus","HPP"
"African spotted catshark","Holohalaelurus punctatus","HOP"
"Izak catshark","Holohalaelurus regani","HOR"
"Campeche catshark","Parmaturus campechiensis","PAH"
"McMillan's cat shark","Parmaturus macmillani","PAE"
"Blackgill catshark","Parmaturus melanobranchius","PAV"
"Salamander shark","Parmaturus pilosus","PAW"
"Filetail catshark","Parmaturus xaniurus","PAY"
"Onefin catshark","Pentanchus profundicolus","PEU"
"Australian marbled catshark","Atelomycterus macleayi","ATM"
"Coral catshark","Atelomycterus marmoratus","ATY"
"Kanakorum catshark","Aulohalaelurus kanakorum","AUK"
"Australian blackspot catshark","Aulohalaelurus labiosus","AUL"
"Reticulated swellshark","Cephaloscyllium fasciatum","CPF"
"Draughtsboard shark","Cephaloscyllium isabella","CPS"
"Australian swellshark","Cephaloscyllium laticeps","CPT"
"Indian swellshark","Cephaloscyllium silasi","CPA"
"Balloon shark","Cephaloscyllium sufflans","CPH"
"Blotchy swell shark","Cephaloscyllium umbratile","CPB"
"Swellshark","Cephaloscyllium ventriosum","CPV"
"Striped catshark","Poroderma africanum","POU"
"Leopard catshark","Poroderma pantherinum","POH"
"Narrowmouthed catshark","Schroederichthys bivius","SHV"
"Redspotted catshark","Schroederichthys chilensis","SHY"
"Narrowtail catshark","Schroederichthys maculatus","SHU"
"Slender catshark","Schroederichthys tenuis","SHN"
"Small-spotted catshark","Scyliorhinus canicula","SYC"
"Nursehound","Scyliorhinus stellaris","SYT"
"Boa catshark","Scyliorhinus boa","SYA"
"Yellowspotted catshark","Scyliorhinus capensis","SYP"
"West African catshark","Scyliorhinus cervigoni","SYE"
"Brownspotted catshark","Scyliorhinus garmani","SYG"
"Freckled catshark","Scyliorhinus haeckelii","SYH"
"Whitesaddled catshark","Scyliorhinus hesperius","SYU"
"Blotched catshark","Scyliorhinus meadi","SYM"
"Chain catshark","Scyliorhinus retifer","SYF"
"Cloudy catshark","Scyliorhinus torazame","SYZ"
"Dwarf catshark","Scyliorhinus torrei","SYI"
"Catsharks, nursehounds nei","Scyliorhinus spp","SCL"
"Catsharks, etc. nei","Scyliorhinidae","SYX"
"Harlequin catshark","Ctenacis fehlmanni","CPE"
"Cuban ribbontail catshark","Eridacnis barbouri","PEB"
"Pygmy ribbontail catshark","Eridacnis radcliffei","PEA"
"African ribbontail catshark","Eridacnis sinuans","PED"
"Graceful catshark","Proscyllium habereri","CPY"
"Slender smooth-hound","Gollum attenuatus","CPG"
"False catshark","Pseudotriakis microdon","PTM"
"Barbeled houndshark","Leptocharias smithii","CLL"
"Whiskery shark","Furgaleus macki","TFM"
"Tope shark","Galeorhinus galeus","GAG"
NA,"Gaelorhinus spp","GHW"
"Sailback houndshark","Gogolia filewoodi","TGF"
"Japanese topeshark","Hemitriakis japanica","THJ"
"Whitefin topeshark","Hemitriakis leucoperiptera","THL"
"Blacktipe tope","Hypogaleus hyugaensis","THH"
"Longnose houndshark","Iago garricki","TIK"
"Bigeye houndshark","Iago omanensis","TIO"
"Gummy shark","Mustelus antarcticus","CTU"
"Grey smooth-hound","Mustelus californicus","CTN"
"Dusky smooth-hound","Mustelus canis","CTI"
"Sharptooth smooth-hound","Mustelus dorsalis","CTD"
"Striped smooth-hound","Mustelus fasciatus","CTF"
"Spotless smooth-hound","Mustelus griseus","CTE"
"Brown smooth-hound","Mustelus henlei","CTK"
"Smalleye smooth-hound","Mustelus higmani","CTJ"
"Spotted estuary smooth-hound","Mustelus lenticulatus","MTL"
"Sicklefin smooth-hound","Mustelus lunulatus","MUU"
"Starspotted smooth-hound","Mustelus manazo","MTZ"
"Narrownose smooth-hound","Mustelus schmitti","SDP"
"Smooth-hound","Mustelus mustelus","SMD"
"Narrowfin smooth-hound","Mustelus norrisi","MTR"
"Starry smooth-hound","Mustelus asterias","SDS"
"Speckled smooth-hound","Mustelus mento","MTE"
"Arabian smooth-hound","Mustelus mosis","MTM"
"Whitespotted smooth-hound","Mustelus palumbes","MUP"
"Blackspotted smooth-hound","Mustelus punctulatus","MPT"
"Humpback smooth-hound","Mustelus whitneyi","MUW"
"Smooth-hounds nei","Mustelus spp","SDV"
"Flapnose houndshark","Scylliogaleus quecketti","TSK"
"Sharpfin houndshark","Triakis acutipinna","TTA"
"Leopard shark","Triakis semifasciata","LES"
"Spotted houndshark","Triakis maculata","TTM"
"Sharptooth houndshark","Triakis megalopterus","TTE"
"Banded houndshark","Triakis scyllium","TTY"
"Houndsharks, smoothhounds nei","Triakidae","TRK"
"Hooktooth shark","Chaenogaleus macrostoma","HCM"
"Snaggletooth shark","Hemipristis elongata","HEE"
"Sicklefin weasel shark","Hemigaleus microstoma","HEH"
"Whitetip weasel shark","Paragaleus leucolomatus","HEC"
"Atlantic weasel shark","Paragaleus pectoralis","HEI"
"Straight-tooth weasel shark","Paragaleus tengi","HEN"
"Slender weasel shark","Paragaleus longicaudatus","IEI"
"Blacknose shark","Carcharhinus acronotus","CCN"
"Silvertip shark","Carcharhinus albimarginatus","ALS"
"Bignose shark","Carcharhinus altimus","CCA"
"Graceful shark","Carcharhinus amblyrhynchoides","CCY"
"Grey reef shark","Carcharhinus amblyrhynchos","AML"
"Pigeye shark","Carcharhinus amboinensis","CCF"
"Borneo shark","Carcharhinus borneensis","CCX"
"Copper shark","Carcharhinus brachyurus","BRO"
"Spinner shark","Carcharhinus brevipinna","CCB"
"Nervous shark","Carcharhinus cautus","CCC"
"Whitecheek shark","Carcharhinus dussumieri","CCD"
"Silky shark","Carcharhinus falciformis","FAL"
"Creek whaler","Carcharhinus fitzroyensis","CCZ"
"Galapagos shark","Carcharhinus galapagensis","CCG"
"Pondicherry shark","Carcharhinus hemiodon","CCK"
"Finetooth shark","Carcharhinus isodon","CCO"
NA,"Carcharhinus leiodon","CCJ"
"Bull shark","Carcharhinus leucas","CCE"
"Blacktip shark","Carcharhinus limbatus","CCL"
"Oceanic whitetip shark","Carcharhinus longimanus","OCS"
"Hardnose shark","Carcharhinus macloti","CCM"
"Blacktip reef shark","Carcharhinus melanopterus","BLR"
"Dusky shark","Carcharhinus obscurus","DUS"
"Caribbean reef shark","Carcharhinus perezi","CCV"
"Sandbar shark","Carcharhinus plumbeus","CCP"
"Smalltail shark","Carcharhinus porosus","CCR"
"Blackspot shark","Carcharhinus sealei","CCI"
"Night shark","Carcharhinus signatus","CCS"
"Spottail shark","Carcharhinus sorrah","CCQ"
"Australian blacktip shark","Carcharhinus tilstoni","CCU"
"Carcharhinus sharks nei","Carcharhinus spp","CWZ"
"Ganges shark","Glyphis gangeticus","CGA"
"Speartooth shark","Glyphis glyphis","CGG"
"Daggernose shark","Isogomphodon oxyrhynchus","CIO"
"Broadfin shark","Lamiopsis temmincki","LMT"
"Sliteye shark","Loxodon macrorhinus","CLD"
"Whitenose shark","Nasolamia velox","CNX"
"Lemon shark","Negaprion brevirostris","NGB"
"Sicklefin lemon shark","Negaprion acutidens","NGA"
