"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
2998,169208,"rjc.27.6","Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)",136647,"rjc-VI",2022,"Raja clavata","Thornback ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2016, 2020","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.45",17448,"2022-09-30T07:22:22.347+01:00"
2999,169217,"rji.27.67","Sandy ray (Leucoraja circularis) in subareas 6-7 (West of Scotland, southern Celtic Seas, English Channel)",136655,"rji-celt",2022,"Leucoraja circularis","Sandy ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2022,2,2024,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2018, 2022","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.49",17413,"2022-10-13T10:38:41.34+01:00"
3000,169287,"syc.27.67a-ce-j","Lesser spotted dogfish (Scyliorhinus canicula) in Subarea 6 and divisions 7.a-c and 7.e-j  (West of Scotland, Irish Sea, southern Celtic Seas)",136727,"syc-celt",2022,"Scyliorhinus canicula","Lesser-spotted dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2019","demersal benthivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.64",NA,"2021-10-25T11:18:07.613+01:00"
3001,169290,"sdv.27.nea","Smooth-hound (Mustelus spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136728,"trk-nea",2022,"Mustelus asterias","Smooth-hound","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment, landings",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2021","demersal benthivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.41",NA,"2021-10-25T11:11:01.993+01:00"
3002,169219,"rjm.27.67bj","Spotted ray (Raja montagui) in Subarea 6 and divisions 7.b and 7.j (West of Scotland, west and southwest of Ireland)",140784,"rjm-67bj",2022,"Raja montagui","Spotted ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014, 2020","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.52",17480,"2022-09-30T07:52:40.097+01:00"
3003,169228,"rju.27.7bj","Undulate ray (Raja undulata) in divisions 7.b and 7.j (west and southwest of Ireland)",140786,"rju-7bj",2022,"Raja undulata","Undulate ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2022,2,2024,"no assessment",NA,"PA","Catches","Not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.51",17538,"2022-10-13T10:40:03.33+01:00"
3004,169261,"sho.27.67","Black-mouth dogfish (Galeus melastomus) in subareas 6 and 7 (West of Scotland, southern Celtic Seas, and English Channel)",140787,"sho-celt",2022,"Galeus melastomus","Black-mouth dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2021","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.56",NA,"2021-10-25T11:14:19.29+01:00"
3005,169125,"her.27.5a","Herring (Clupea harengus) in Division 5.a, summer-spawning herring (Iceland grounds)",136562,"her-vasu",2022,"Clupea harengus","Herring","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2022,1,2023,"Age-structured model (NFT-ADAPT)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.8",17161,"2022-06-15T20:14:58.503+01:00"
3006,169061,"bli.27.5a14","Blue ling (Molva dypterygia) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)",136492,"bli-5a14",2022,"Molva dypterygia","Blue ling","Greenland Sea Ecoregion, Iceland Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.3",2022,1,2023,"Survey trends-based assessment",NA,"PA","Catches","not used","Yes in year(s) 2018, 2019","demersal piscivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.7",17337,"2022-09-30T12:53:11.233+01:00"
3007,169297,"usk.27.5a14","Tusk (Brosme brosme) in Subarea 14 and Division 5.a (East Greenland, and Iceland grounds)",136733,"usk-icel",2022,"Brosme brosme","Tusk","Greenland Sea Ecoregion, Iceland Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2022,1,2023,"Age- and length-structured model (Gadget)",NA,"MP","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.48",17100,"2022-09-30T13:01:01.637+01:00"
3008,169162,"nep.fu.32","Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)",136603,"nep-32",2022,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","4.14",2020,2,2022,"no assessment",NA,"PA","Catches","not used","No","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.14",NA,"2020-11-09T10:14:35.44+01:00"
3009,169102,"gfb.27.nea","Greater forkbeard (Phycis blennoides) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136531,"gfb-comb",2022,"Phycis blennoides","Greater forkbeard","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,2,2024,"Survey trends-based assessment",NA,"PA","Landings","not used","Yes in year(s) 2016, 2020","benthopelagic benthivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.20",17151,"2022-09-30T12:56:03.883+01:00"
3010,169195,"raj.27.89a","Other rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136636,"raj-89a",2022,"Rajidae","Rays and skates","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.9",2022,2,2024,"no assessment",NA,"No advice","No advice","not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.11",17422,"2022-10-10T10:52:31.92+01:00"
3011,169256,"sbr.27.6-8","Blackspot seabream (Pagellus bogaraveo) in subareas 6-8 (Celtic Seas, the English Channel, and Bay of Biscay)",136693,"sbr-678",2022,"Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2022,2,2024,"no assessment",NA,"PA","Catches","Not used","No","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.35",17309,"2022-09-30T12:59:59.61+01:00"
3012,169201,"rjb.27.89a","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136640,"rjb-89a",2022,"Dipturus batis","Common skate","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2022,2,2024,"no assessment",NA,"PA/Stock status only","No advice","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.21",NA,"2022-10-10T13:30:56.307+01:00"
3013,169221,"rjm.27.8","Spotted ray (Raja montagui) in  Subarea 8 (Bay of Biscay)",136658,"rjm-bisc",2022,"Raja montagui","Spotted ray","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2015, 2018","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.30",17477,"2022-09-30T11:22:10.32+01:00"
3014,169225,"rjn.27.8c","Cuckoo ray (Leucoraja naevus) in Division 8.c (Cantabrian Sea)",141065,"rjn-8c",2022,"Leucoraja naevus","Cuckoo ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends on biomass index and length-based indicators",NA,"MSY","Catches","Used for the first time in 2020. Discards have been estimated for the main fleet.","Yes in year(s) 2018","demersal omnivore","Elasmobranch","medium rays",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.28",17482,"2022-10-13T10:34:10.813+01:00"
3015,169286,"syc.27.8abd","Lesser spotted dogfish (Scyliorhinus canicula) in divisions 8.a-b and 8.d (Bay of Biscay)",136726,"syc-bisc",2022,"Scyliorhinus canicula","Lesser-spotted dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2021,2,2023,"Survey trends-based assessment",NA,"PA/Stock status only","Catches","Used","Yes in year(s) 2017","demersal benthivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.37",NA,"2021-10-25T11:23:38.467+01:00"
3016,169260,"sho.27.89a","Black-mouth dogfish (Galeus melastomus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",140782,"sho-89a",2022,"Galeus melastomus","Black-mouth dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2021,2,2023,"Survey trends-based assessment",NA,"PA/Stock status only","Landings","Not used","Yes in year(s) 2015","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.34",NA,"2021-10-25T11:15:27.127+01:00"
3017,169304,"whg.27.89a","Whiting (Merlangius merlangus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136740,"whg-89a",2022,"Merlangius merlangus","Whiting","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2021,2,2023,"no assessment",NA,"PA","Catches","Used","Yes in year(s) 2015, 2019","demersal piscivore","Demersal","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.39",NA,"2021-10-29T11:52:28.927+01:00"
3018,169182,"ple.27.7bc","Plaice (Pleuronectes platessa) in divisions 7.b-c (West of Ireland)",136621,"ple-7b-c",2022,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2020,3,2023,"no assessment",NA,"PA","Catches","not used","Yes in year(s) 2017, 2020","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.32",NA,"2020-12-09T12:09:15.343+01:00"
3019,169183,"ple.27.7h-k","Plaice (Pleuronectes platessa) in divisions 7.h-k (Celtic Sea South, southwest of Ireland)",136622,"ple-7h-k",2022,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2021,1,2022,"Age-based analytical assessment (XSA) indicative of stock trends.",NA,"MSY","Landings","not used","Yes in year(s) 2013, 2016","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.31",17382,"2022-01-04T16:15:48.293+01:00"
3020,169109,"had.27.7b-k","Haddock (Melanogrammus aeglefinus) in Divisions 7.b-k (southern Celtic Seas and English Channel)",136540,"had-7b-k",2022,"Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Analytical age-based assessment (State-space fish stock assessment model; SAM) that uses catches in the model and the forecast",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.24",17209,"2022-10-05T08:07:19.53+01:00"
3021,169269,"sol.27.7bc","Sole (Solea solea) in divisions 7.b and 7.c (West of Ireland)",136709,"sol-7b-c",2022,"Solea solea","Sole","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2020,3,2023,"no assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2017, 2020","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.57",NA,"2021-11-17T11:19:11.383+01:00"
3022,169270,"sol.27.7h-k","Sole (Solea solea) in Divisions 7.h-k (Celtic Sea South, southwest of Ireland)",136710,"sol-7h-k",2022,"Solea solea","Sole","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","5",2021,1,2022,"No assessment",NA,"PA","Catches","Not used","Yes in year(s) 2020","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.58",17298,"2022-05-13T13:44:35.81+01:00"
3023,169184,"ple.27.89a","Plaice (Pleuronectes platessa) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136623,"ple-89a",2022,"Pleuronectes platessa","Plaice","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2021,2,2023,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2015, 2019","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.6",NA,"2021-10-29T11:37:19.627+01:00"
3024,169194,"raj.27.3a47d","Other rays and skates (Rajidae) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136635,"raj-347d",2022,"Rajidae","Rays and skates","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2021,2,2023,"no assessment",NA,"PA","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.27",NA,"2021-10-15T12:55:40.42+01:00"
3025,169218,"rjm.27.3a47d","Spotted ray (Raja montagui) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136656,"rjm-347d",2022,"Raja montagui","Spotted ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2017, 2021","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.34",NA,"2022-06-22T12:07:40.89+01:00"
3026,169284,"syc.27.3a47d","Lesser spotted dogfish (Scyliorhinus canicula) in Subarea 4 and divisions 3.a and 7.d (North Sea, Skagerrak and Kattegat, eastern English Channel)",136724,"syc-347d",2022,"Scyliorhinus canicula","Lesser-spotted dogfish","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2019","demersal benthivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.52",NA,"2021-10-25T11:16:36.503+01:00"
3027,169200,"rjb.27.3a4","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",140790,"rjb-34",2022,"Dipturus batis","Common skate","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","Landings","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.28",NA,"2021-04-08T09:38:46.92+01:00"
3028,169203,"rjc.27.3a47d","Thornback ray (Raja clavata) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",140791,"rjc-347d",2022,"Raja clavata","Thornback ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","not used","Yes in year(s) 2019","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.29",NA,"2022-06-22T12:09:38.487+01:00"
3029,169213,"rjh.27.4c7d","Blonde ray (Raja brachyura) in divisions 4.c and 7.d (southern North Sea and eastern English Channel)",140792,"rjh-4c7d",2022,"Raja brachyura","Blonde ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2019","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.24",NA,"2022-06-22T12:08:56.167+01:00"
3030,169212,"rjh.27.4a6","Blonde ray (Raja brachyura) in Subarea 6 and Division 4.a (North Sea and West of Scotland)",140783,"rjh-4aVI",2022,"Raja brachyura","Blonde ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2021,2,2023,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2018, 2021","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.46",NA,"2021-10-15T13:04:57.773+01:00"
3031,169223,"rjn.27.3a4","Cuckoo ray (Leucoraja naevus) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",140794,"rjn-34",2022,"Leucoraja naevus","Cuckoo ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2017, 2021","demersal omnivore","Elasmobranch","medium rays",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.35",NA,"2021-10-25T11:11:35.793+01:00"
3032,169227,"rjr.27.23a4","Starry ray (Amblyraja radiata) in Subareas 2 and 4, and Division 3.a  (Norwegian Sea, North Sea, Skagerrak and Kattegat)",140795,"rjr-234",2022,"Amblyraja radiata","Starry ray","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.14",2019,4,2023,"Survey trends-based assessment",NA,"PA","No directed fisheries","Not used","Yes in year(s) 2015","na","Elasmobranch","na",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.36",NA,"2019-10-17T10:13:49.327+01:00"
3033,169235,"rng.27.3a","Roundnose grenadier (Coryphaenoides rupestris) in Division 3.a (Skagerrak and Kattegat)",136672,"rng-kask",2022,"Coryphaenoides rupestris","Roundnose grenadier","Greater North Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,2,2024,"Trend based assessment",NA,"PA","Catches","used","Yes in year(s) 2018","pelagic crustaceavore","Demersal","large bathypelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.37",17330,"2022-09-30T12:58:11.507+01:00"
3034,169063,"bli.27.nea","Blue ling (Molva dypterygia) in Subareas 1, 2, 8, 9, and 12, and Divisions 3.a and 4.a (other areas)",136495,"bli-oth",2022,"Molva dypterygia","Blue ling","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.3",2019,4,2023,"Catch trends-based assessment",NA,"PA","Catches","not used","No","demersal piscivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.9",NA,"2022-09-30T12:34:27.23+01:00"
3035,169307,"whg.27.6b","Whiting (Merlangius merlangus) in Division 6.b (Rockall)",136743,"whg-rock",2022,"Merlangius merlangus","Whiting","Celtic Seas Ecoregion, Faroes Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2021,3,2024,"no assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.66",NA,"2021-11-17T11:26:23.31+01:00"
3036,169087,"cod.27.6b","Cod (Gadus morhua) in Division 6.b (Rockall)",136520,"cod-rock",2022,"Gadus morhua","Cod","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2020,3,2023,"no assessment",NA,"PA","Catches","not used","Yes in year(s) 2017","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.16",NA,"2020-12-09T12:05:03.36+01:00"
3037,169088,"cod.27.6a","Cod (Gadus morhua) in Division 6.a (West of Scotland)",136521,"cod-scow",2022,"Gadus morhua","Cod","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1.2",2022,2,2024,"SAM model",NA,"MSY","No directed fisheries","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.12",17399,"2022-10-05T08:02:09.73+01:00"
3038,169054,"anf.27.3a46","Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)",136487,"ang-ivvi",2022,"Lophius budegassa, Lophius piscatorius","Anglerfish","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","3.2",2021,1,2022,"Survey trends-based assessment",NA,"PA","Catches","","Yes in year(s) 2019","demersal piscivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.2",NA,"2021-11-11T15:14:06.857+01:00"
3039,169180,"ple.27.21-23","Plaice (Pleuronectes platessa) in subdivisions 21-23 (Kattegat, Belt Seas, and the Sound)",136618,"ple-2123",2022,"Pleuronectes platessa","Plaice","Baltic Sea Ecoregion, Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (SAM)",NA,"MSY","Catches","assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",17339,"2022-06-02T14:02:13.04+01:00"
3040,169105,"gug.27.3a47d","Grey gurnard (Eutrigla gurnardus) in Subarea 4 and divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)",136534,"gug-347d",2022,"Eutrigla gurnardus","Grey gurnard","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","2",2022,2,2024,"Method 2.2. RB rule.",NA,"No advice","Catches","","NA","demersal piscivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.6",17073,"2022-06-30T08:42:26.02+01:00"
